den_OCW,den_demonstratives,den_determiners,den_nouns_per_verb,dys_fillers_per_phone,dys_long_pauses_per_min,dys_long_pauses_per_word,dys_pauses_per_min,dys_short_pauses_per_min,lex_phones_skew,lex_phones_std,lex_ttr,poslm_bo_bigram_ppl_mean,poslm_bo_bigram_ppl_median,poslm_bo_trigram_ppl_mean,poslm_bo_trigram_ppl_median
-1.880454129344027,0.0,0.0,0.0,-8.004491705979293,0.8180835340765116,0.0,0.0,0.0,1.403596505547512,-1.7130163071114914,-1.8029019326280808,1.6629952057234818,1.6195413663606244,1.3244613588178036,1.3557078987233144
0.0,0.0,-4.446176530931965,0.0,-6.403532332519586,-2.9192666277549653,0.7707949727884459,-1.7873698517925949,0.0,-3.0191325053900036,-12.731321716333136,0.4522196681865154,0.0,0.0,-0.19612696664159007,-0.17858372436222242
-3.185145334196537,0.0,-0.8390924138005846,0.0,-6.9598198284156405,0.650099574176537,-0.9849463100548794,0.4476715248803437,0.0,2.6620323367108716,-4.793705696087538,0.0,0.3747162430211528,0.37870755879184265,0.0,0.0
0.0,0.0,0.0,0.0,-2.7275713202102385,-8.393850213536673,-0.3964720120755112,-8.967370892364231,-9.127570754654725,-0.13145127495703343,0.0,0.3208260571096412,0.42358849216117256,0.2783478220265792,0.18343268974586735,0.0
0.0,0.0,3.147942678723368,0.0,-5.581983888965837,0.0,0.0,0.0,0.6256595172203916,0.8930494653398453,4.779460745206275,4.638796581283241,1.8696081795936612,1.7572172390286895,1.8208754422927842,1.8021072562686495
0.0,0.0,0.8942991349472833,0.0,0.0,0.8460725154406811,0.0,0.7786488161610308,0.0,1.0977895117102345,5.280575342007799,5.727226344637586,2.0480685918300687,2.1460823012734203,2.176667462778325,2.1566645045307506
0.7584348821140043,0.0,-5.8601937018863,0.0,0.0,0.0,0.0,0.0,0.7466148416565748,0.8093565787854118,2.307048885638094,5.1883595103563085,2.0455333738759247,1.9762915675647286,2.0623617906366705,2.0222999019486174
0.0,0.0,2.032515138885107,0.0,0.0,0.6820790953874459,-1.7777686574384148,0.6001244123635828,0.0,0.0,0.3025458189710991,1.2195511289740837,1.277830524357202,1.1031821721874269,0.9510156480270829,0.8504174909848584
-1.5234736932973094,0.0,1.8813890692132915,0.0,-1.88813481695541,0.0,-1.6304014987251845,0.0,0.0,0.0,-3.4786246437013024,2.0230903852300703,1.6580447049945712,1.5366181970639512,1.3174923798717835,1.3355531049003686
0.0,0.0,2.37067911840132,0.0,-1.7742997888133951,0.7858580935823625,0.0,0.0,0.0,-1.2763639901039991,-6.333948165054829,-1.3606371314412908,1.3773600434726418,1.2749121835493018,1.0297839962114685,0.9522423869449814
0.0,0.0,2.8410588017409064,0.0,-4.040809095660176,1.047381622067365,-2.408719775372994,0.0,0.0,-2.0083390914312,0.0,4.218771255800904,1.7999659504832428,1.7977700618857486,1.5293572501967205,1.5569418565898667
0.0,0.0,2.4041100244053335,0.0,-4.564757469800135,0.0,-2.139804679050652,0.0,0.0,-4.664853029028417,-1.3660107810015045,1.54054786574022,1.3021337187394721,1.2621333447469991,0.9605766729005585,0.9837518268119588
0.0,0.0,1.4947167542389692,0.0,5.219054941904436,0.7849561225080962,0.0,0.6722770180258258,0.4010726311706485,0.7361365043245726,5.902830613749259,0.0,0.3640056336665479,0.0,0.3042743001338586,0.38337236296118743
0.0,0.0,2.330098624740807,0.0,1.1461306009917358,1.2415015529168167,0.0,0.9936978578814478,0.0,1.4687989418908365,6.025316046722561,0.0,0.737847924941887,0.9333923785264605,0.9110943423450788,0.8694690891304904
0.0,0.0,0.0,0.0,-4.967702499519491,0.8228590496839487,0.0,0.43853438244146936,0.0,2.0415613702239055,2.8117580473537838,1.5819481141720961,1.2013235208911863,1.1562010234869442,0.8435604729168946,0.9127304939758473
0.0,0.0,0.0,0.0,-5.324288947176699,0.6443307307935928,-2.3307683487130157,0.5256987956151432,0.0,1.871031431586114,0.0,2.3272659988342776,0.5619855447556631,0.5267463930050267,0.6326978395045113,0.501935468411975
-0.648791458620313,0.0,-0.8554321153502142,0.0,-1.6244359116666467,0.0,-0.9377181342555789,0.0,0.0,3.6383636360239135,-9.558941171122095,0.0,1.156219789592309,1.1251730895482952,0.8640364135652341,0.8939309223481477
0.0,0.0,0.35972254583352975,0.0,0.0,0.6359148377610219,-1.0082916864538296,0.44515934985997985,0.0,2.67363043066659,-8.089187141390603,0.0,1.3773480328501593,1.3852256152847828,1.0738885603625026,1.055468433170491
0.0,0.0,2.661405946238841,0.0,-3.619477673743737,-3.996413367899453,0.0,-5.293814897358082,-5.376532060569018,0.0,4.839292832813356,3.0565949970031667,1.7817936834091963,1.7934717613913715,1.8091805183009875,0.0
0.0,0.0,1.9246221611941305,0.0,-3.272950216396861,-3.5930071472811584,0.0,-4.780412478881803,-5.212587096087408,0.0,3.4218712589420264,-9.228110107920603,0.0,1.2924075477214745,1.2220353497579743,1.2123254651914728
